grid_id,institution,city,state,country
grid.492531.8,Tri-State Community Health Center,Hancock,Maryland,United States
grid.492532.b,Tri-County Community Mental Health Center,Bennettsville,South Carolina,United States
grid.492533.a,San Francisco Medical Society,San Francisco,California,United States
grid.492534.d,Facial Pain Association,Gainesville,Florida,United States
grid.492536.f,United Leukodystrophy Foundation,DeKalb,Illinois,United States
grid.492537.e,Action Potential,Oceanside,California,United States
grid.492538.1,Weisenthal Cancer Group,Huntington Beach,California,United States
grid.492539.0,Universal Cells,Seattle,Washington,United States
grid.492540.e,Utah AIDS Foundation,Salt Lake City,Utah,United States
grid.492541.f,Universe Technical Translation,Houston,Texas,United States
grid.492542.c,West End Revitalization Association,Mebane,North Carolina,United States
grid.492543.d,William W Backus Hospital,Norwich,Connecticut,United States
grid.492544.a,Raymond G. Murphy VA Medical Center,Albuquerque,New Mexico,United States
grid.492545.b,Western Governors Association,Denver,Colorado,United States
grid.492546.8,Wind Hollow Foundation,Anadarko,Oklahoma,United States
grid.492547.9,Whitman Hospital & Medical Center,Colfax,Washington,United States
grid.492548.6,Visiting Nurse Association,Omaha,Nebraska,United States
grid.492549.7,Wound Healing Society,Beverly,Massachusetts,United States
grid.492550.f,Zeeland Community Hospital,Zeeland,Michigan,United States
grid.492551.e,Winneshiek Medical Center,Decorah,Iowa,United States
grid.492552.d,National Association of Hispanic Nurses,Raleigh,North Carolina,United States
grid.492553.c,Winston Pharmaceuticals,Vernon Hills,Illinois,United States
grid.492555.a,National Association of Women Judges,Washington D.C.,District of Columbia,United States
grid.492556.9,National Association on Drug Abuse Problems,New York,New York,United States
grid.492558.7,Women's Resource Center,Radford,Virginia,United States
grid.492559.6,National Center for Victims of Crime,Washington D.C.,District of Columbia,United States
grid.492560.c,Algomedix,Bothell,Washington,United States
grid.492561.d,National Center of Security and Protection,Los Angeles,California,United States
grid.492562.e,Delpor,San Francisco,California,United States
grid.492563.f,Dfusion,Oakland,California,United States
grid.492564.8,Behavioral Diagnostics,Iowa City,Iowa,United States
grid.492565.9,IsoPlexis,Branford,Connecticut,United States
grid.492566.a,BioAxone BioSciences,Newton,Massachusetts,United States
grid.492567.b,PDX Pharmaceuticals,Lake Oswego,Oregon,United States
grid.492568.4,Seven Bridges Genomics,Cambridge,Massachusetts,United States
grid.492569.5,JT Pharmaceuticals,Mt. Pleasant,South Carolina,United States
grid.492570.d,BioVinc,Culver City,California,United States
grid.492571.c,Digital Artefacts,Iowa City,Iowa,United States
grid.492572.f,Perfusion Solution,Loves Park,Illinois,United States
grid.492574.9,GeneTAG Technology,Atlanta,Georgia,United States
grid.492575.8,Collaborations Pharmaceuticals,Raleigh,North Carolina,United States
grid.492576.b,Progenitec,Arlington,Texas,United States
grid.492577.a,GlucoSentient,Champaign,Illinois,United States
grid.492578.5,CrossLife Technologies,Carlsbad,California,United States
grid.492579.4,HelixBind,Marlborough,Massachusetts,United States
grid.492580.2,NanoHybrids,Austin,Texas,United States
grid.492581.3,Sinopia Biosciences,San Diego,California,United States
grid.492582.0,Media Rez,Washington D.C.,District of Columbia,United States
grid.492583.1,OneVax,Alachua,Florida,United States
grid.492584.6,Myolex,San Francisco,California,United States
grid.492586.4,Vascular BioSciences,Goleta,California,United States
grid.492587.5,N2 Biomedical,Bedford,Massachusetts,United States
grid.492588.a,Q-State Biosciences,Cambridge,Massachusetts,United States
grid.492589.b,Regenerative Medical Solutions,Chicago,Illinois,United States
grid.492590.3,NutritionQuest,Berkeley,California,United States
grid.492592.1,"Drs. Fine, Hoffman & Sims",Eugene,Oregon,United States
grid.492593.0,ActivMed Practices & Research,Methuen,Massachusetts,United States
grid.492594.7,Ribometrix,Carrboro,North Carolina,United States
grid.492595.6,Berkshire Health Systems,Pittsfield,Massachusetts,United States
grid.492596.5,Christiana Gynecologic Oncology,Newark,Delaware,United States
grid.492597.4,HealthCare Partners Medical Group,Las Vegas,Nevada,United States
grid.492598.b,Advanced Mental Health Care,Palm Beach,Florida,United States
grid.492601.8,Heartland Hematology and Oncology,Kearney,Nebraska,United States
grid.492603.a,Aggredyne,Houston,Texas,United States
grid.492604.d,Bioenergy Life Science,Ham Lake,Minnesota,United States
grid.492605.c,Sun Pharma,Wilmington,Massachusetts,United States
grid.492606.f,Ajinomoto,Itasca,Illinois,United States
grid.492607.e,BioScience Laboratories,Bozeman,Montana,United States
grid.492609.0,Eastern Connecticut Hematology and Oncology Associates,Norwich,Connecticut,United States
grid.492611.9,Enanta Pharmaceuticals,Watertown,Massachusetts,United States
grid.492613.b,Alaska Breast Care & Surgery,Anchorage,Alaska,United States
grid.492615.d,Hematology and Oncology Associates of Northeastern Pennsylvania,Dunmore,Pennsylvania,United States
grid.492617.f,Alaska Oncology & Hematology,Anchorage,Alaska,United States
grid.492618.0,Epic Care,Antioch,California,United States
grid.492620.b,Boulder Neurosurgical & Spine Associates,Boulder,Colorado,United States
grid.492621.a,Brain Matters Research,Delray Beach,Florida,United States
grid.492623.8,Hematology Oncology Associates of Fredericksburg,Fredericksburg,Virginia,United States
grid.492624.f,Bronson Battle Creek Hospital,Battle Creek,Michigan,United States
grid.492625.e,Evidation Health,San Mateo,California,United States
grid.492626.d,C.I. Trials,Bellflower,California,United States
grid.492629.2,Excelsior Orthopaedics,Amherst,New York,United States
grid.492630.a,Alaska Women's Cancer Care,Anchorage,Alaska,United States
grid.492631.b,Chugai Pharma,Berkeley Heights,New Jersey,United States
grid.492632.8,California Allergy and Asthma Medical Group,Los Angeles,California,United States
grid.492633.9,Hematology Oncology Associates,Bettendorf,Iowa,United States
grid.492636.c,Hematology Oncology Consultants,Naperville,Illinois,United States
grid.492637.d,Hematology Oncology Consultants,Royal Oak,Michigan,United States
grid.492639.3,City of Hope,Lancaster,California,United States
grid.492641.c,Cancer Care of Western North Carolina,Asheville,North Carolina,United States
grid.492644.9,American Joint Replacement Registry,Rosemont,Illinois,United States
grid.492645.8,First Dayton CyberKnife,Dayton,Ohio,United States
grid.492646.b,Hematology & Oncology Consultants,Omaha,Nebraska,United States
grid.492648.5,Anchorage Associates in Radiation Medicine,Anchorage,Alaska,United States
grid.492651.d,Florida Urology Associates,Orlando,Florida,United States
grid.492655.9,Cardiovascular Research Associates,Austin,Texas,United States
grid.492656.a,Care Team Solutions,Lexington,Kentucky,United States
grid.492659.5,Caris Life Sciences,Irving,Texas,United States
grid.492660.f,Highlands Oncology Group,Fayetteville,Arkansas,United States
grid.492662.d,Apollo Endosurgery,Austin,Texas,United States
grid.492664.b,Carolina Arthritis Associates,Wilmington,North Carolina,United States
grid.492665.a,Apotex,Weston,Florida,United States
grid.492666.9,Ardelyx,Fremont,California,United States
grid.492667.8,Carolina Performance,Raleigh,North Carolina,United States
grid.492669.6,Fox Valley Surgical Associates,Appleton,Wisconsin,United States
grid.492670.e,Carolina Urology Partners,Huntersville,North Carolina,United States
grid.492671.f,Aria - Jefferson Health,Philadelphia,Pennsylvania,United States
grid.492675.b,Franciscan Health Indianapolis,Indianapolis,Indiana,United States
grid.492677.9,Arizona Pain Specialists,Scottsdale,Arizona,United States
grid.492681.0,Franciscan Health Mooresville,Mooresville,Indiana,United States
grid.492682.3,Arthritis and Rheumatic Disease Specialties,Aventura,Florida,United States
grid.492684.5,Arthritis Northwest,Spokane,Washington,United States
grid.492685.4,Franciscan St Anthony Health – Michigan City,Michigan City,Indiana,United States
grid.492687.6,Asheville Hematology & Oncology,Asheville,North Carolina,United States
grid.492688.9,Freeman Health System,Joplin,Missouri,United States
grid.492694.4,Coastal Orthopedics,Bradenton,Florida,United States
grid.492699.9,Horizon Oncology Center,Lafayette,Indiana,United States
grid.492700.8,Collier Neurologic Specialists,Naples,Florida,United States
grid.492701.9,Associated Neurologists of Southern Connecticut,Fairfield,Connecticut,United States
grid.492704.c,Associates in Women’s Health,Wichita,Kansas,United States
grid.492705.d,Colorado Springs Neurological Associates,Colorado Springs,Colorado,United States
grid.492710.9,Hoya Surgical Optics,Chino Hills,California,United States
grid.492712.b,Chesapeake Urology Associates,Baltimore,Maryland,United States
grid.492713.a,Columbus Oncology and Hematology Associates,Columbus,Ohio,United States
grid.492714.d,CHI Health Good Samaritan,Kearney,Nebraska,United States
grid.492715.c,Galiz Research,Miami Springs,Florida,United States
grid.492716.f,CHI Health St. Francis,Grand Island,Nebraska,United States
grid.492717.e,Chicago Anesthesia Pain Specialists,Chicago,Illinois,United States
grid.492719.0,Gaston Hematology & Oncology Associates,Belmont,North Carolina,United States
grid.492720.a,Joliet Oncology-Hematology Associates,Joliet,Illinois,United States
grid.492723.9,Compassionate Cancer Care,Corona,California,United States
grid.492725.f,Austin Speech Labs,Austin,Texas,United States
grid.492726.c,Huron Gastro,Ypsilanti,Michigan,United States
grid.492728.2,Congenital Muscle Disease International Registry,Torrance,California,United States
grid.492730.b,Kaiser Permanente Baldwin Park Medical Center,Baldwin Park,California,United States
grid.492732.9,Kaiser Permanente West Los Angeles Medical Center,Los Angeles,California,United States
grid.492734.f,Genmab,Princeton,New Jersey,United States
grid.492735.e,Kaiser Permanente Franklin Medical Offices,Denver,Colorado,United States
grid.492736.d,Icon,Ellicott City,Maryland,United States
grid.492737.c,Kaiser Permanente Orange County Irvine Medical Center,Irvine,California,United States
grid.492738.3,Cosmos Technologies,Pittsburgh,Pennsylvania,United States
grid.492739.2,Kaiser Permanente Lone Tree Medical Offices,Lone Tree,Colorado,United States
grid.492740.c,Kaiser Permanente Modesto Medical Center and Medical Offices,Modesto,California,United States
grid.492742.e,Icon Early Phase Services,San Antonio,Texas,United States
grid.492744.8,Kaiser Permanente Richmond Medical Center,Richmond,California,United States
grid.492745.9,IHA Hematology Oncology Consultants,Ypsilanti,Michigan,United States
grid.492746.a,Kaiser Permanente Rock Creek Medical Offices,Lafayette,Colorado,United States
grid.492748.4,Baptist Health Corbin,Corbin,Kentucky,United States
grid.492749.5,Barney's Pharmacy,Augusta,Georgia,United States
grid.492750.d,Kaiser Permanente Zion Medical Center,San Diego,California,United States
grid.492751.c,Baptist Health Paducah,Paducah,Kentucky,United States
grid.492752.f,Kaiser Permanente San Marcos Medical Offices,San Marcos,California,United States
grid.492753.e,Community Hospital,Grand Junction,Colorado,United States
grid.492755.8,Illinois Retina Associates,Oak Park,Illinois,United States
grid.492756.b,Kaiser Permanente San Jose Medical Center,San Jose,California,United States
grid.492757.a,Kaiser Permanente South Sacramento Medical Center,Sacramento,California,United States
grid.492758.5,Kaiser Permanente Stockton Medical Offices,Stockton,California,United States
grid.492759.4,Barrow Brain and Spine,Phoenix,Arizona,United States
grid.492761.f,Bay Area Breast Surgeons,Emeryville,California,United States
grid.492762.c,OSF St. Francis Hospital & Medical Group,Escanaba,Michigan,United States
grid.492764.a,Bay Area Retina Associates,Castro Valley,California,United States
grid.492766.8,Kentuckiana Pulmonary Associates,Louisville,Kentucky,United States
grid.492767.9,Beebe Healthcare,Rehoboth Beach,Delaware,United States
grid.492768.6,Behavioral Health of the Palm Beaches,North Palm Beach,Florida,United States
grid.492769.7,Door County Medical Center,Sturgeon Bay,Wisconsin,United States
grid.492770.f,Dayton Interventional Radiology,Dayton,Ohio,United States
grid.492771.e,Kinston Medical Specialists,Kinston,North Carolina,United States
grid.492774.b,Dayton Physicians Network,Kettering,Ohio,United States
grid.492775.a,Guerbet,Bloomington,Indiana,United States
grid.492776.9,Rheumatology Consultants,Hagerstown,Maryland,United States
grid.492778.7,InquisitHealth,River Edge,New Jersey,United States
grid.492779.6,Malaria Consortium,Raleigh,North Carolina,United States
grid.492780.0,Integrative Health Technologies,San Antonio,Texas,United States
grid.492782.2,Gynecologic Oncology Associates,Newport Beach,California,United States
grid.492784.4,Manhattan Physical Medicine and Rehabilitation,New York,New York,United States
grid.492785.5,Martin Foot and Ankle,York,Pennsylvania,United States
grid.492786.6,DC2,Brentwood,Tennessee,United States
